,Country,Year,Prevalence of raised blood pressure,Mean total cholesterol (mmol/L),Mean non-HDL cholesterol (mmol/L),Mean HDL cholesterol (mmol/L),Crude diabetes prevalence,Prevalence of hypertension,Proportion of diagnosed hypertension among all hypertension,Proportion of treated hypertension among all hypertension,Proportion of controlled hypertension among all hypertension,Proportion of untreated stage 2 hypertension among all hypertension,Sex,Continent
101,AGO,1980,0.207313035,0.1980539031337722,0.1669023653203825,0.4115972261439083,0.019830782883816,0.30037378490884,0.2711657550881505,0.0798693546321674,0.0194272965189738,0.382884969581821,0.0,AF
102,AGO,1981,0.233892525,0.1588548334167818,0.1486325234991081,0.3900935992476045,0.0170967726029071,0.29632705027035,0.2189957400939124,0.0882372214115541,0.0215933107156367,0.3819403476534815,1.0,AF
103,AGO,1981,0.208782738,0.2028768863614807,0.175436090091043,0.4096522648599706,0.0202266450805768,0.3003515348024119,0.277915551079289,0.0838056541510821,0.0196300839140532,0.3796299371493995,0.0,AF
104,AGO,1982,0.234511984,0.1616424004362697,0.1555156504409307,0.3838432104055488,0.0176612900316193,0.29632705027035,0.2189957400939124,0.0882372214115541,0.0215933107156367,0.3819403476534815,1.0,AF
105,AGO,1982,0.210121007,0.2076481769753084,0.1838221424742553,0.4078636214388781,0.0206829360649814,0.351543619452407,0.190623787853485,0.064819002107242,0.0179864529339132,0.4236911339372055,0.0,AF
106,AGO,1983,0.235225642,0.1645348787769922,0.1624258717191463,0.3777481721672905,0.0183103207100866,0.2959628336520995,0.2225496352224895,0.089785940594906,0.0212495181049905,0.3807346008481295,1.0,AF
107,AGO,1983,0.211386961,0.2123287900427517,0.1919986593083881,0.4061292546274345,0.0212106477543773,0.3654540694193665,0.179275103598004,0.0744385388311952,0.0240034803707758,0.4506819957597709,0.0,AF
108,AGO,1984,0.236063819,0.1675110099993406,0.1693637885181534,0.3717807413280137,0.0190442712374599,0.295711031831501,0.2302843944748205,0.0938064678066053,0.0211643948708285,0.378057834307658,1.0,AF
109,AGO,1984,0.212592396,0.2169413171438738,0.200001198643379,0.4044830514827474,0.0218184239777619,0.2980503978059124,0.2347635638829105,0.0913317367164384,0.0254358194180439,0.408295322898289,0.0,AF
110,AGO,1985,0.237024336,0.1705146898173681,0.176258073446292,0.3659614418478055,0.0198705060028745,0.33007242738564,0.187259419006437,0.0687157382270065,0.0182779280011548,0.397304154306231,1.0,AF
111,AGO,1985,0.213772724,0.2214731298293142,0.2077812082804864,0.4029835055179321,0.0224874994293314,0.2980503978059124,0.2347635638829105,0.0913317367164384,0.0254358194180439,0.408295322898289,0.0,AF
112,AGO,1986,0.23804868,0.1734521157274688,0.1829841250155021,0.3603448423708953,0.0207825011865092,0.3672540755956025,0.138828466699874,0.0434016231082573,0.0149958349276566,0.4156469846798125,1.0,AF
113,AGO,1986,0.214903158,0.2259782291717615,0.2154173691868279,0.4016400283467868,0.0232267409384018,0.2980503978059124,0.2347635638829105,0.0913317367164384,0.0254358194180439,0.408295322898289,0.0,AF
114,AGO,1987,0.239125571,0.1764022569112235,0.1896278307822874,0.3551002735104901,0.0217822734927753,0.3709571449078445,0.1352154099183244,0.0452282336514612,0.0151257219563369,0.4128035432293775,1.0,AF
115,AGO,1987,0.216010371,0.2303887959620862,0.2228073794950368,0.4005971388537886,0.0240458925885908,0.2980503978059124,0.2347635638829105,0.0913317367164384,0.0254358194180439,0.408295322898289,0.0,AF
116,AGO,1988,0.240152631,0.1792688404931846,0.196069603190168,0.3500619943725508,0.0228436643459084,0.373109283550234,0.133840124319956,0.046422288529448,0.0153784331209109,0.4110831507770975,1.0,AF
117,AGO,1988,0.217047763,0.2345699623031636,0.2298144749298621,0.3997282153659435,0.0249141368068897,0.2980503978059124,0.2347635638829105,0.0913317367164384,0.0254358194180439,0.408295322898289,0.0,AF
118,AGO,1989,0.241167658,0.1820458532153228,0.2022865496131081,0.3453268765521636,0.0239283596601919,0.3531343169923235,0.1591871692684515,0.0607989430872367,0.0150658496047311,0.390705659209889,1.0,AF
119,AGO,1989,0.218045247,0.2386859081671823,0.2365837095827431,0.3992299695805738,0.0257959404879642,0.2953787012646744,0.2374249587527895,0.095385396744508,0.0252236916432445,0.4034508853221835,0.0,AF
120,AGO,1990,0.242077259,0.1847440452452147,0.20826476333388,0.3409758213664547,0.0250306444457025,0.34629676206475,0.169070649224513,0.0596678155245862,0.0150444863613779,0.390451131325828,1.0,AF
121,AGO,1990,0.218974073,0.2426939256801437,0.2430595111922194,0.3990398458155125,0.0266862539049136,0.341975115998795,0.330296935568402,0.0994705303752374,0.032856438534638,0.426859660768876,0.0,AF
122,AGO,1991,0.242791593,0.1873200341431948,0.2139698143367657,0.3370133281424919,0.0261084905438854,0.344915313310531,0.172097275014554,0.0614604701919562,0.0151056124269244,0.386233842736016,1.0,AF
123,AGO,1991,0.219928377,0.2465587255044188,0.2492065388402137,0.3991365428052454,0.0275608997208334,0.341061118335891,0.332697367522533,0.101475064443619,0.0328666907181232,0.424715144091298,0.0,AF
124,AGO,1992,0.243291855,0.1897724950335462,0.219409693532532,0.3334578562127078,0.0271230387983679,0.343572103205045,0.175282107773494,0.0634095101649973,0.0153058597475055,0.381941683659794,1.0,AF
125,AGO,1992,0.220847837,0.2503237389577015,0.2550684431759572,0.3995417161137492,0.0283935751683036,0.340208561135704,0.335253588876963,0.103800592244121,0.0331669596247235,0.422462472390259,0.0,AF
126,AGO,1993,0.243570009,0.1921197420189406,0.2245867276582456,0.3303439471141164,0.0280076909404961,0.342289773790241,0.178681659923164,0.0655584781839694,0.0156341628520743,0.377700717686258,1.0,AF
127,AGO,1993,0.221747368,0.2539792606002207,0.2606215666057893,0.4003895389090345,0.029109166082194,0.339488843036747,0.33792871952477,0.106513660901777,0.0337508480503921,0.420141644707879,0.0,AF
128,AGO,1994,0.24347995,0.1943551034959383,0.2294916311492487,0.3276880713240553,0.0288377271143831,0.3413338318219,0.182410969066711,0.0679738653679566,0.01613457382476,0.373666601147752,1.0,AF
